activite_branches|activite_branches_reduite|activite_insee_1949|activite_sgf_1936|adresse|affiliation|annee_creation|annee_disparition|annee_fusion|annuaire_1890|annuaire_1897|annuaire_1914|caran|cas_problematique|Cgpf_1930|cgpf_groupe|chgt_dpt|chgt_type|commerce_en_gros|commune|cote_dossier|cote_registre|date_creation|date_declaration|date_dissolution|departement|dissolution|duree_syndicat|effectif_creation|effectifs_evolution|effectifs_sources|fusion|id_coac|lieu_conservation_dossier|lieu_conservation_registre|nouvelles|numero|numero_syndicat|numro_synd_absorbant|observations|pk|present_01_01_1890|present_01_01_1900|present_01_01_1914|present_01_01_1920|present_01_01_1926|present_01_01_1930|present_01_01_1936|present_01_01_1937|present_théorique_01_01_1890|present_théorique_01_01_1900|present_théorique_01_01_1914|present_théorique_01_01_1920|present_théorique_01_01_1926|present_théorique_01_01_1930|present_théorique_01_01_1936|present_théorique_01_01_1937|section|theorique_sect_01_01_1884|theorique_sect_01_01_1890|theorique_sect_01_01_1900|theorique_sect_01_01_1914|theorique_sect_01_01_1920|theorique_sect_01_01_1926|theorique_sect_01_01_1930|theorique_sect_01_01_1936|theorique_sect_01_01_1937|titre_du_syndicat_modifie_1|titre_du_syndicat_modifie₂|titre_du_syndicat_originel|type_syndicat_1|type_syndicat2|zone_couverte_origine|nature_du_syndicat|titre_du_syndicat_copie|archivage|lieu_conservation_registre_copie|divers|notes|activite|activite_insee_49_00_000|cas_douteux|fichier_complement|present_theorique_01_01_1946
Agroalimentaire|Industrie|45|4B|87 rue Gorge de Loup (1935)||1935|||||||||||||Lyon|||17/01/1935|17/01/1935||69||-1935||"1935 : 6
1936 : 9"|||||Préfecture||255|69553|||1378|||||||Oui|oui|||||||||||Non|Non|Non|Non|Non|Non|oui|Oui|||Syndicat des fabricants de vinaigre du Sud-Est||syndicat professionnel|inter départements|||||||||||
|Industrie|01|01|4 rue de Marseille (1936)||1935|1937||||||||||||Lyon||||16/09/1935|1937|69|Oui|2||1935 : 6 synd||||AD|Préfecture||693|69555||"création : septembre 1935
Union de syndicats
Dissous au recensement de 1937
fiche sign. 16/3/1937 : ne fonctionne plus, remplacé par le syndicat central des maîtres artisans du bâtiment du Rhône (910)
Cette union s'est donc transformé en syndicat et les anciens syndicats sont devenus des sections du nouveau syndicat.

Syndicats adhérents en 1935 (nombre d'adhérents) : 
S des artisan peintres-plâtriers du Rhône (21)
S des artisans de la métallurgie du Rhône (17)
S des artisans électriciens du Rhône (8)
S des artisans maçons du Rhône (10)
S des artisans du bois du Rhône (22)
S des artisans plombiers zingueurs du Rhône (21)"|1379|||||||Oui|non|||||||||Oui||Non|Non|Non|Non|Non|Non|oui|Non|||Syndicat central des artisans du Rhône|artisan|Fédération/Union (dpt. région)|département|||||||||||
Textile|Industrie|48|4F|25 place de la Comédie (1936)||1935|||||||||||||Lyon|||01/08/1935|13/08/1935||69||-1935||"1935 : 3 synd
1936 : 80"|||||Préfecture||713|69556|||1380|||||||Oui|oui|||||||||||Non|Non|Non|Non|Non|Non|Oui|Oui|||Union des syndicats de la teinture de l'impression et de l'apprêt de Lyon et de la région||Fédération/Union (dpt. région)|commune (zones limitrophes)|||||||||||
|Autres services|87|7|9 cours Lafayette||1935|1949||||||||||||Lyon|||10/01/1935|18/02/1936|27/4/1949|69|Oui|14|18|1936 : 17||||AD|Préfecture||753|69557||"A été créé par les représentants des sociétés de films ayant leur siège à Paris et par certains loueurs indépendants de la région lyonnaise. Ce compose des membres des précédents groupements ayant le même but et actuellement dissous ainsi que de nouveaux membres.
Dissolution : dép min 27/4/1949"|1381|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|Oui|Oui|"Union syndicale des distributeurs de films cinématographiques de la région lyonnaise (août 1940)
Chambre syndicale des distributeurs indépendants de films de la région lyonnaise (mai 1941), 26 place Tolozan."||Groupement des distributeurs de films de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
Verre, céramique, mat. de construc.|Industrie|32|4R|103 rue Ney||1935|||||||||||||Lyon|||27/11/1935|12/05/1936||69||-1935||1936 : 6||||AD|Préfecture||771|69558|||1382|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|Oui|Oui|||Syndicat des fabricants français de matériaux pour mosaïques de marbre||syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|69|6A|||1936|||||||||||||Lyon|||01/01/1936|04/01/1936||69|Oui|-1936|||||||Préfecture||746|69559||Transféré à Paris (date non indiquée)|1383|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|Oui|Non|||Syndicat rhôdanien d'alimentation du Rhône||syndicat professionnel|département|||||AD : dossier détruit||||||
Cuirs et peaux|Industrie|52|4I|4 rue Emile Zola||1936|||||||||||||Lyon|||06/01/1936|07/01/1936||69|Oui|-1936||||Oui||AD|Préfecture||749|69560|94|"Dissolution au recensement de 1937. 
Etat 1/1/1937 :A fusionné avec le Syndicat des artisans cordonniers de Lyon et de la région"|1384|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|Non|Non|||Syndicat des patrons cordonniers et réparateurs en chaussures de Lyon||syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|33|4Q|31 rue Puits Gaillot||1936|||||||||||||Lyon|||21/01/1936|29/01/1936||69||-1936||1936 : 60|||||Préfecture||750|69561|||1385|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|Non|Oui|||Syndicat des artisans de l'électricité|artisan|syndicat professionnel|commune (zones limitrophes)|||||||||||
Textile|Industrie|48|4F|26 place Tolozan (1936)|Union des chambres syndicales lyonnaises|1936|||||||||||||Lyon|||26/01/1936|29/01/1936||69|Oui|-1936|13|1936 : 13|||||Préfecture||751|69562||"Pas d'indication sur la date de dissolution. Fonctionne normalement en 1937.
1936 : groupe la totalité des fabricants de broderie.
Objet art. 1 des statuts : “Etude de toutes mesures propres à assurer  la bonne marche et la prospérité de l'industrie des participants, en unifiant dans la mesure du possible, la base minimum des prix de revient, les conditions de fabrication des échantillonages et la sauvegarde des dessins. 
La communication périodique des prix de vente qu'il est possible d'obtenir en concurrence avec les autres régions pour les articles de grosse production et spécialement les genres de l'Afrique du Nord.
L'établissement et la tenue à jour de fiches de renseignements sur la clientèle et l'étude en commun des affaires contentieuses
L'établissement de conditions générales de vente (escompte, date de paiement, frais de port) communes à tous les participants.
La fixation d'un prix minimum de façon auquel viendront s'ajouter les diverses matières premières et manutentions dont le coût sera majoré du pourcentage nécessaire à l'établissement d'un prix de revient normal”.

art. 2 “Les soussignés s'engagent à ne pas vendre à des prix inférieurs à ceux fixés par l'entente.
A observer les conditions de règlement avec la clientèle déterminée par l'entente...”. "|1386|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|Non|Oui|||Chambre syndicale des fabricants de broderie de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|33|4Q|12 rue Sainte Catherine (1936)||1936|||||||||||||Lyon|||10/02/1936|06/03/1936|26/1/1984|69|Oui|-1936||1936 : 45||||AD|Préfecture||756|69563|||1387|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|Non|Oui|||Groupement des poêliers fumistes professionnels de Lyon et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Papier, carton|Industrie|54|4D|36 rue Molière (1936)||1936|1979||||||||||||Lyon|||09/03/1936|12/03/1936||69|Oui|43|17|1936 : 11||||AD|Préfecture||758|69564||"vérifier s'il s'agit bien de carton ondulé
Fonctionne encore en 1967. A disparu en 1979"|1388|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|Non|Oui|||Chambre syndicale des fabricants d'ondulé du Sud-Est||syndicat professionnel|inter départements|||||||||||
Textile|Industrie|47|4F|Hôtel de Ville||1936|||||||||||||Lyon||||29/04/1936||69||-1936||1936 : 72||||AD|Préfecture||759|69565||Création : février 1936|1389|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Groupement syndical des tisseurs à façon de la région de Tarare||syndicat professionnel|commune (zones limitrophes)|||||||||||
Imprimerie, presse|Industrie|55|4E|71 rue Molière||1936|||||||||||||Lyon|||06/05/1936|06/05/1936||69|Oui|-1936||1936 : 8||||AD|Préfecture||761|69566|||1390|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat de la presse cinématographique lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||AD : dossier détruit||||||
|Autres services|97|7|Place des Terreaux||1936|||||||||||||Lyon|||25/03/1936|23/04/1936||69||-1936||1936 : 60|||||Préfecture||764|69567|||1391|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Union corporative des artistes et des artisans d'art créateurs de Lyon|artisan|syndicat professionnel|commune (zones limitrophes)|||||||||||
|Transports|62|5B|14 cours Gambetta||1936|||||||||||||Lyon|||26/03/1936|07/04/1936||69||-1936||1936 : 40||||AD|Préfecture||768|69568|||1392|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des petits transporteurs de Lyon et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Commerce|69 - 91|6A - 7|||1936|||||||||||||Lyon|||26/06/1936|24/07/1936||69|Oui|-1936|||||||Préfecture||781|69569|||1393|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Non|||Syndicat des produits de régime et parties similaires de Lyon et région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Confection|Industrie|49|4G|Chambre de Commerce||1936|||||||||||||Villefranche-sur-Saône|||19/06/1936|19/06/1936|24/2/1969|69|Oui|-1936||1936 : 43||Oui||AD|Préfecture||796|69570|2537|"Fusion avec le 859, nouveau : n° 2537

N° 2537 : Syndicat des industries de l'habillement de Villefranche et de sa région. Siège : Villefranche-sur-Saône ; création : 24/2/1969 ; déclaration : 28/3/1969
AD : dossier détruit"|1394|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat patronal des confectionneurs de Villefranche-sur-Saone et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Commerce|73|6A|place Morin||1936|||||||||||||Villefranche-sur-Saône|||20/04/1936|16/06/1936||69||-1936||1936 : 100||||AD|Préfecture||801|69571|||1395|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale des marchands de charbons de détail de Villefranche et des environs||syndicat professionnel|commune (zones limitrophes)|||||||||||
Textile|Industrie|55|4E|10 rue Molière (1936)||1936|1969||||||||||||Lyon|||03/07/1936|23/07/1936||69|Oui|33||1936 : 33|||||Préfecture||810|69572|||1396|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat patronal des graveurs pour l'impression sur étoffes dela région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||AD : dossier détruit||||||
|Mines|14|3A|26 place Tolozan||1936|1937||||||||||||Lyon|||29/06/1936|29/06/1936|27/10/1937|69|Oui|1||1936 : 8|||||Préfecture||820|69573|||1397|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale des exploitants de carrières à ciel ouvert de sable et graviers de Lyon et région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Imprimerie, presse|Industrie|55|4E|49 rue de la République||1936|1969||||||||||||Lyon|||29/07/1936|03/08/1936||69|Oui|33||1936 : 175 (50 f)|||||Préfecture||827|69574|||1398|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat patronal des graveurs sur cylindres de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||AD : dossier détruit||||||
Agroalimentaire|Industrie|41|4B|37 rue de la République (1936)|Chambre syndicale de la buiscuiterie française|1936|1981||||||||||||Lyon|||02/05/1936|14/05/1936|15/12/1981|69|Oui|45||1936 : 35/40|||||Préfecture||830|69575||1936 : groupe 90 % de la corporation.|1399|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des fabricants de biscuits de Lyon et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Confection|Industrie|49|4G|26 place Tolozan||1936|||||||||||||Lyon|||20/06/1936|08/07/1936||69||-1936||"1936 : 27
"|||||Préfecture||832|69576|||1400|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Chambre syndicale des industries du prêt-à-porter féminin de la région Rhône-Alpes||Chambre syndicale des fabricants lyonnais de confection pour dames et fillettes (robes et manteaux)||syndicat professionnel|commune (zones limitrophes)|||||||||||
Textile|Industrie|47|4F|26 place Tolozan||1936|||||||||||||Lyon|||25/06/1936|29/06/1936||69||-1936||1936 : 40||||AD|Préfecture||835|69577|||1401|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Non|Syndicat des façonniers en soieries de Lyon||Syndicat patronal des façonniers en soie rayonne, tissus divers et industries annexes de Lyon et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Textile|Industrie|48|4F|10 rue Molière||1936|1969||||||||||||Lyon|||15/06/1936|24/06/1936||69|Oui|33||1936 : 42||||AD|Préfecture||839|69578||Dissolution en 1969|1402|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Syndicat patronal des imprimeurs sur étoffes du sud-est||Syndicat patronal des groupements régionaux des imprimeurs sur étoffes||Fédération/Union (dpt. région)|commune (zones limitrophes)|||||AD : dossier détruit||||||
Confection|Industrie|49|4G|Chambre de Commerce||1936|1969||||||||||||Villefranche-sur-Saône|||02/07/1936|20/07/1936|24/2/1969|69|Oui|33||1936 : 8||Oui||AD|Préfecture||859|69579||fusion avec le 859 => formation du 2537 (cf 859)|1403|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des fabricants de blouses et tabliers pour dames et enfants de Villefranche-sur-Saône||syndicat professionnel|commune (zones limitrophes)|||||AD : dossier détruit||||||
|Transports|62|5B|202 rue Nationale||1936|||||||||||||Villefranche-sur-Saône|||09/07/1936|10/07/1936||69||-1936||1936 : 47||Oui||AD|Préfecture||861|69580||A fusionné avec le 121|1404|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des transporteurs de Villefranche et de la région beaujolaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
Bois|Industrie|53|4J|Chambre de Commerce||1936|||||||||||||Villefranche-sur-Saône|||17/07/1936|17/07/1936||69||-1936||||||AD|Préfecture||884|69581|||1405|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des scieries en bois divers de la région lyonnaise et mâconnaise||syndicat professionnel|inter départements|||||||||||
Chimie, caoutchouc|Industrie|36|4C|6 rue des capucins (1936)||1936|1937||||||||||||Lyon|||17/06/1936|19/06/1936||69|Oui|1|15|1936 : 5||||ADR|Préfecture||887|69582||"Créé à la suite des accords Matignon pour la défendre les intérêts corporatifs de ces membres.
8 mars 1937 : ne fonctionne plus et doit être dissous incessament. "|1406|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat patronal des fabricants de lessives et produits de blanchiment de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
Construc. méca., trans. de l'acier|Industrie|22|4L|31 rue Puits Gaillot (1936)||1936|||||||||||||Lyon|||20/06/1936|29/06/1936||69||-1936||1936 : 40||||AD|Préfecture||889|69583|||1407|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat d'artisans mécaniciens et similaires du Rhône|artisan|syndicat professionnel|département|||||||||||
Textile|Industrie|48|4F|"2 rue Coustou, café du textile (1936)
26 place Tolozan (1936)"|A.I.C.A.|1936|||||||||||||Lyon||||10/07/1936||69||-1936||"1936 : 27
1936 : 27"|||||Préfecture||895|69584||"création : juillet 1936
“Syndicat créé dans un but de défense corporative après la signature des accords Matignon”.
Ne fonctionne plus, lettre du 26/07/1975
EN 1979 il n'existait plus que 3 établissements de cette profession. Le syndicat a été rattaché au Syndicat de l'Ennoblissement textile de Lyon et de la Région. Ce dernier syndicat appartient à l'Union des syndicats de la Teinture, de l'Impression et de l'Apprêt de Lyon et de la Région."|1408|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des patrons rouleurs, plieurs et doreurs sur étoffes de soieries||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Autres services|87|7|26 place Tolozan (1936)||1936|||||||||||||Lyon|||03/08/1936|29/09/1936||69||-1936||1936 : ?|||||Préfecture||901|69585|||1409|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale des distributeurs indépendants de films cinématographiques de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|33|4Q|4 rue de Marseille||1936|||||||||||||Lyon|||12/09/1936|13/09/1936||69||-1936||1936 : 180|||||Préfecture||910|69586||Résulte de la transformation du n° 693 en syndicat|1410|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat central des maîtres artisans du bâtiment du département du Rhône|artisan|syndicat professionnel|département|||||||||||
|énergie|97|7|10 rue de la République||1936|1937|||||||||Oui|||Lyon|||25/05/1936|03/09/1936||69||1||1936 : 400||||AD|Préfecture||912|69587||Siège transféré à Paris en 1937|1411|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Fédération française des correspondants républicains nationaux de journaux (état 1/1/1937)||Fédération nationale des correspondants de journaux||Fédération/Union (national)|France|||||||||||
Bois|Industrie|53|4J|18 rue des 3 Pierres (1936)||1936|||||||||||||Lyon|||28/08/1936|07/10/1936||69||-1936||1936 : 40||Oui||AD|Préfecture||913|69588|237|Fusionne avec 237 et 2875 (1983)|1412|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat artisanal des matelassiers litiers professionnels de Lyon et banlieue|artisan|syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Industrie|47|4F|"5 place de la miséricorde (café Eymieux)
10 rue d'Ivry
5 place Meysonnier.
"||1936|1936||||||||||||Lyon |||10/06/1936|17/06/1936|18/12/1936|69||0|180|1936 : 100 h; 80 f||||ADR|||920|69589||"A été classé en ouvrier mais il apparait bien dans les statut qu'il s'agit d'un synd patronal
Reconstitution de l’ancienne Chambre syndicale des dévideurs mouliniers de Lyon et région dont le siège était 4 place Morand."|1413|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Non|||Syndicat des dévideurs, ourdisseurs et caneteurs de Lyon et de la région  ||syndicat professionnel|commune (zones limitrophes)|||||||||||
Verre, céramique, mat. de construc.|Industrie|31|4R|26 place Tolozan (1936)||1936|||||||||||||Lyon|||27/06/1936|29/06/1936||69||-1936||1936 : 40||||AD|Préfecture||923|69590|||1414|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale des fabricants de tuiles, briques et produits céramiques du Sud-Est||syndicat professionnel|inter départements|||||||||||
BTP|Industrie|33|4Q|31 rue Puits Gaillot||1936|||||||||||||Lyon|||27/06/1936|29/06/1936||69||-1936||1936 : 70||||AD|Préfecture||926|69591|||1415|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des artisans, maîtres peintres, plâtriers et similaires du département du Rhône|artisan|syndicat professionnel|département|||||||||||
Confection|Industrie|49|4G|26 place Tolozan (1936)|A.I.C.A.|1936|1941||||||||||||Lyon|||02/07/1936|04/07/1936||69||5||1936 : 5||Oui||ADR|Préfecture||928|69592|245|"Création à la suite des accords Matignon, pour la défense des intérêts corporatifs de ses membres.
devient une section du 245, Chambre syndicale des confectionneurs lyonnais, dont le siège est aussi 26 place Tolozan."|1416|||||||Non|oui|||||||||Oui||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des fabricants de vêtements de travail de Lyon et région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Confection|Industrie|49|4G|26 place Tolozan||1936|||||||||||||Lyon|||06/07/1936|16/07/1936||69||-1936||1936 : 26 (24 f)||||AD|Préfecture||932|69593|||1417|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des fabricants de corsets sur mesure de Lyon et région||syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|34|4Q|65 rue de Belfort||1936|||||||||||||Givors|||15/07/1936|15/07/1936||69||-1936||1936 : 15||Oui|||Préfecture||940|69594|31||1418|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale des entrepreneurs du bâtiment et des travaux publics de Givors et la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|33|4Q|31 rue Puits Gaillot||1936|||||||||||||Lyon|||29/07/1936|08/08/1936||69||-1936||1936 : 15||||AD|Préfecture||948|69595|||1419|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Syndicat des artisans chauffagistes plombiers zingueurs couvreurs du département du Rhône||Syndicat des artisans maîtres plombiers zingueurs couvreurs du département du Rhône|artisan|syndicat professionnel|département|||||||||||
Construction électrique|Industrie|28|4L|31 rue Puits Gaillot||1936|||||||||||||Lyon|||28/07/1936|08/08/1936||69||-1936||1936 : 15|||||Préfecture||949|69596|||1420|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|chambre syndicale des artisans  Radio-Electriciens du Rhône||Syndicat des artisans constructeurs Radio-Electriciens du département du Rhône|artisan|syndicat professionnel|département|||||||||||
BTP|Industrie|33|4Q|4 rue Emile Zola||1936|||||||||||||Lyon|||29/07/1936|08/08/1936||69||-1936||1936 : 27||||AD|Préfecture||950|69597|||1421|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Syndicat des artisans parqueteurs-replanisseurs du département du Rhône||Syndicat des artisans parqueteurs et similaires du département du Rhône|artisan|syndicat professionnel|département|||||||||||
BTP|Industrie|33|4Q|31 rue Puits Gaillot||1936|||||||||||||Lyon|||21/07/1936|24/07/1936||69||-1936||1936 : 30||||AD|Préfecture||951|69598|||1422|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des artisans maçons et similaires du département du Rhône|artisan|syndicat professionnel|département|||||||||||
BTP|Industrie|33|4Q|31 rue Puits Gaillot (1936)||1936|||||||||||||Lyon|||17/07/1936|24/07/1936||69||-1936||1936 : 36|||||Préfecture||952|69599|||1423|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des artisans menuisiers et charpentiers du bâtiment du département du Rhône|artisan|syndicat professionnel|département|||||||||||
|Autres services|89|8A|"4 rue Emile Zola (1935)
31 rue Puits Gaillot (1936)"|Fédération des artisans du Sud-Est|1936|||||||||||||Lyon|||01/08/1936|08/08/1936||69|Oui|-1936|30|1936 : 30||||AD|Préfecture||953|69600||"Créé à la suite des accords Matignon
Synd rassemble les artisans “exerçant les professions de nettoyeur, cireur, frotteur, laveur de vitres...”
Statuts : “modèle à trous” avec en en-tête : Union des artisans français. Fédération des artisans du Sud-Est. Syndicat d'artisans...à compléter avec le nom du syndicat.
Fonctionne encore en 1959
Semble avoir disparu en 1979"|1424|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Syndicat du Rhône de l'Entretien et des revêtements de sols et similaires (1963)||Syndicat des artisans lyonnais de l'entretien et du nettoyage (S.A.L.E.N.)|artisan|syndicat professionnel|commune (zones limitrophes)|||||||||||
|Industrie / commerce|45 |4B|||1936|||||||||||||Lyon||||20/10/1936||69||-1936||1936 : 16|||||Préfecture||962|69601||Création : octobre 1936|1425|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale régionale des chocolatiers de la région du lyonnais||syndicat professionnel|commune (zones limitrophes)|||||||||||
Confection|Industrie|49|4G|"37 rue de la République (1936) 
136 cours Lafayette (1942)"||1936|||||||||||||Lyon|||28/09/1936|05/10/1936||69|Oui|-1936||1936 : 8||||AD|Préfecture||963|69602||"Fonctionne encore en 1958
Semble avoir disparu en 1979.
Créé à la suite des accords Matignon. Il n'existait pas de syndicat dans la profession.
Couvre les départements suivants : Ain, Loire, Drôme, Isère, Savoie, Haute-Savoie."|1426|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des fabricants en gros de parapluies de Lyon et de la région ||syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|69|6A|8 quai Claude Bernard||1936|||||||||||||Lyon|||22/07/1936|14/10/1936||69||-1936||1936 : 19||||AD|Préfecture||974|69603|||1427|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des transporteurs de lait de Lyon et de ses environs||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Banques et assurances|84|6C|44 rue Dubois||1936|||||||||||||Lyon|||06/10/1936|12/10/1936||69||-1936||1936 : 7|||||Préfecture||978|69604|||1428|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale des assureurs-conseils patentés de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
Bois|Industrie|53|4J|"4 rue Emile Zola
31 rue Puits Gaillot (1936)"||1936|||||||||||||Lyon|||27/08/1936|07/10/1936||69||-1936||1936 : 15|||||Préfecture||979|69605||"Fonctionne encore en mars 1937
Dissous dep min 27/4/1949 "|1429|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des artisans de l'ameublement du département du Rhône|artisan|syndicat professionnel|département|||||||||||
Chimie, caoutchouc|Industrie|37|4D|49 rue de la République||1936|||||||||||||Lyon|||30/07/1936|04/09/1936||69||-1936||1936 : 7|||||Préfecture||986|69606|||1430|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat du caoutchouc de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Commerce|76|6A|"18 rue Grolée, brasserie Grolée (1936)
26 place Tolozan (1941)"|AICA|1936|||||||||||||Lyon|||29/10/1936|09/11/1936||69|Oui|-1936||1936 : 16|||||Préfecture||989|69607||"Créé à la suite des accords Matignon
FS 1946 “actuellement syndicat en sommeil du fait des lois de Vichy qui désirait un syndicat unique par profession. Nous fonctionnons avec le même bureau comme délégation du syndicat de Paris. Nous n'avons pas l'intention de dissoudre le syndicat régional et nous pensons être obligés de reprendre bientôt notre activité”.
Mais pas de signe d'activité postérieur à 1946"|1431|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Syndicat des commerçants détaillants en articles de sport et jeux del a zone libre (1941)||Syndicat des commerçants détaillants en articles de sport de Lyon et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Banques et assurances|84|6C|32 rue Thomassin||1936|||||||||||||Lyon||||29/10/1936||69||-1936||1936 : 102|||||Préfecture||991|69608||création : octobre 1936|1432|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Compagnie des assureurs-conseils de la région lyonnaise||Syndicat des courtiers d'assurances terrestres de Lyon et de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Transports|62|5B|93 avenue de Saxe||1936|||||||||||||Lyon|||04/11/1936|17/11/1936||69||-1936|11||||||Préfecture||996|69609||"Dissolution dép min 27/4/1949
novembre 1936 (note commissariat spécial) : “Les maisons de déménagements et de factages déménagements qui forment le présent syndicat, se sont séparés de la fédération des transports par suite des dernières grèves survenues ces temps derniers et ont formé un syndicat indépendant”.
n'existe plus en 1951 "|1433|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des entrepreneurs de déménagements et factages déménagements de Lyon et de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
